gameId,region,summonerName,tier,rank,wins,losses,win,lane,role,championId,spell1Id,spell2Id,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,totalDamageDealt,totalDamageDealtToChampions,totalHeal,totalUnitsHealed,damageDealtToObjectives,timeCCingOthers,totalDamageTaken,totalMinionsKilled,goldEarned,goldSpent,visionScore,team-firstBlood,team-firstTower,team-firstInhibitor,team-firstBaron,team-firstDragon,team-firstRiftHerald,team-towerKills,team-inhibitorKills,team-baronKills,team-dragonKills,team-vilemawKills,team-riftHeraldKills
5247278489,kr,Burkes,BRONZE,I,19,26,True,MIDDLE,SOLO,91,14,4,16,12,13,4,2,5,558,4,0,0,0,178271,35365,3569,1,4538,9,37466,177,16282,14050,13,True,True,True,False,False,False,6,1,0,2,0,0
4970115084,kr,기도왕무교,BRONZE,I,51,60,False,MIDDLE,SOLO,234,14,4,18,8,8,5,3,5,540,4,1,0,0,197674,44793,18404,1,6272,29,42159,198,16733,15600,25,True,False,True,False,True,False,8,1,0,3,0,1
5280334061,kr,여름잠 자요,BRONZE,I,11,19,False,TOP,SOLO,80,12,4,1,8,0,0,1,0,697,0,0,0,0,61878,6234,1899,1,10697,11,17124,81,6397,5900,22,True,False,False,False,True,False,2,0,0,3,0,0
5273568732,kr,황족 렉사이,BRONZE,I,214,218,True,JUNGLE,NONE,157,14,4,16,5,10,5,2,5,505,4,0,0,0,160051,33853,8581,1,23901,32,25327,165,15605,13925,25,False,True,True,True,False,True,9,2,1,3,0,1
5279136185,kr,넘버원12,BRONZE,I,216,217,False,TOP,SOLO,67,4,12,10,8,1,4,2,3,389,1,0,0,0,237628,37772,4404,1,6342,20,23228,272,16429,16135,17,False,True,False,False,False,True,2,0,0,0,0,1
5280723106,kr,나르밴하지말라고,BRONZE,I,33,49,False,JUNGLE,NONE,11,3,11,5,9,2,2,2,2,316,1,0,0,0,106966,11142,7707,1,37592,6,24604,4,7678,7075,12,True,False,False,False,False,True,2,0,0,2,0,2
5276420001,kr,이세계환생가이드,BRONZE,I,10,8,False,NONE,DUO_SUPPORT,114,32,4,4,4,8,3,3,1,219,1,1,0,0,16131,3999,2962,2,0,2,9867,16,8593,6900,0,True,False,False,False,False,False,0,0,0,0,0,0
5206193612,kr,Solo daswda,BRONZE,I,7,8,False,NONE,DUO_SUPPORT,10,14,4,0,6,0,0,0,0,195,0,0,0,0,17200,1214,411,1,0,2,6895,35,2753,6324,10,False,False,False,False,False,False,0,0,0,1,0,0
5274865844,kr,참참이2323,BRONZE,I,6,5,False,NONE,DUO,39,14,4,4,10,0,2,1,1,234,0,0,0,0,70673,13821,2331,1,3029,10,18464,115,7276,7400,7,False,False,False,False,False,False,1,0,0,0,0,0
4986817497,kr,qkrdudgus,BRONZE,I,8,10,False,MIDDLE,SOLO,80,4,14,9,18,6,4,1,1,279,0,0,0,0,106320,22243,7027,1,8839,26,40517,98,12564,11650,28,False,True,True,False,False,True,8,1,0,2,0,1
5273735465,kr,둘리둘리리,BRONZE,I,11,10,False,TOP,SOLO,64,12,4,10,2,15,7,2,2,1009,3,0,0,0,209138,33265,10177,1,6926,32,37189,205,16368,15225,20,True,False,False,False,True,True,5,0,0,3,0,1
5062454909,kr,S대 출신 오영미,BRONZE,I,14,11,False,MIDDLE,SOLO,80,4,14,13,12,8,3,2,3,398,1,0,0,0,107310,29051,6161,1,3253,30,33425,115,14157,13275,24,False,True,False,False,False,True,6,0,0,1,0,2
5234920871,kr,아델 이렐리아,BRONZE,I,17,13,True,NONE,DUO_SUPPORT,238,4,11,5,7,5,2,2,1,172,1,0,0,0,62477,18997,5435,1,907,4,19860,6,10765,10990,2,False,False,False,False,False,False,2,0,0,0,0,0
5280386025,kr,대식가 먹보임,BRONZE,I,10,5,False,MIDDLE,SOLO,238,14,4,13,5,9,9,3,2,1019,2,1,0,0,123168,33029,2971,1,2916,12,20581,161,14739,14250,30,True,False,False,False,False,True,2,0,0,0,0,1
